   96.837097   96.837097   96.837097   96.837097   96.837097   96.837097   96.837097   96.837097   96.837097   96.837097   96.837097   96.837097   96.837090   96.837082   96.837059   96.836990   96.836838   96.836327   96.834969   96.831505   96.823143   96.804176   96.763954   96.684311   96.537506   96.286293   95.888237   95.305832   94.520569   93.546967   92.438599   91.281158   90.172791   89.199181   88.413918   87.831505   87.433464   87.182243   87.035439   86.955803   86.915573   86.896614   86.888237   86.884773   86.883430   86.882927   86.882774   86.882729   86.882706   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698
   96.837097   96.837097   96.837097   96.837097   96.837097   96.837097   96.837097   96.837097   96.837097   96.837097   96.837097   96.837097   96.837090   96.837082   96.837059   96.836990   96.836838   96.836327   96.834969   96.831505   96.823143   96.804176   96.763954   96.684311   96.537506   96.286293   95.888237   95.305832   94.520569   93.546967   92.438599   91.281158   90.172791   89.199181   88.413918   87.831505   87.433464   87.182243   87.035439   86.955803   86.915573   86.896614   86.888237   86.884773   86.883430   86.882927   86.882774   86.882729   86.882706   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698   86.882698
   96.617859   96.617859   96.617859   96.617859   96.617859   96.617859   96.617859   96.617859   96.617859   96.617859   96.617859   96.617859   96.617859   96.617859   96.617844   96.617775   96.617607   96.617111   96.615753   96.612289   96.603920   96.584938   96.544701   96.465034   96.318176   96.066864   95.668678   95.086052   94.300491   93.326515   92.217735   91.059868   89.951080   88.977104   88.191544   87.608910   87.210739   86.959435   86.812569   86.732895   86.692657   86.673683   86.665298   86.661827   86.660477   86.659996   86.659828   86.659767   86.659752   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744   86.659744
   96.197266   96.197266   96.197266   96.197266   96.197266   96.197266   96.197266   96.197266   96.197266   96.197266   96.197266   96.197266   96.197266   96.197266   96.197243   96.197189   96.197006   96.196510   96.195160   96.191689   96.183311   96.164330   96.124054   96.044334   95.897392   95.645905   95.247467   94.664436   93.878372   92.903755   91.794266   90.635620   89.526115   88.551491   87.765419   87.182404   86.783974   86.532501   86.385536   86.305817   86.265556   86.246567   86.238190   86.234711   86.233360   86.232872   86.232712   86.232643   86.232628   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620   86.232620
   95.606636   95.606636   95.606636   95.606636   95.606636   95.606636   95.606636   95.606636   95.606636   95.606636   95.606636   95.606636   95.606636   95.606636   95.606621   95.606544   95.606369   95.605888   95.604530   95.601059   95.592674   95.573677   95.533379   95.453590   95.306519   95.054848   94.656090   94.072601   93.285912   92.310516   91.200134   90.040596   88.930206   87.954811   87.168106   86.584610   86.185875   85.934219   85.787148   85.707367   85.667061   85.648064   85.639679   85.636192   85.634819   85.634346   85.634171   85.634117   85.634102   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094   85.634094
   94.883904   94.883904   94.883904   94.883904   94.883904   94.883904   94.883904   94.883904   94.883904   94.883904   94.883904   94.883896   94.883896   94.883896   94.883881   94.883820   94.883644   94.883148   94.881798   94.878326   94.869942   94.850929   94.810600   94.730743   94.583549   94.331673   93.932617   93.348671   92.561363   91.585213   90.473961   89.313515   88.202232   87.226089   86.438774   85.854828   85.455772   85.203903   85.056740   84.976883   84.936562   84.917526   84.909142   84.905670   84.904320   84.903824   84.903664   84.903595   84.903580   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572   84.903572
   94.066574   94.066574   94.066574   94.066574   94.066574   94.066574   94.066574   94.066574   94.066574   94.066574   94.066574   94.066566   94.066566   94.066559   94.066544   94.066490   94.066322   94.065826   94.064461   94.060997   94.052605   94.033585   93.993233   93.913307   93.766029   93.513985   93.114655   92.530327   91.742477   90.765678   89.653687   88.492455   87.380447   86.403648   85.615799   85.031471   84.632141   84.380112   84.232849   84.152954   84.112564   84.093552   84.085159   84.081688   84.080338   84.079842   84.079666   84.079613   84.079597   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590   84.079590
   93.186684   93.186684   93.186684   93.186684   93.186684   93.186684   93.186684   93.186684   93.186684   93.186684   93.186676   93.186676   93.186676   93.186668   93.186653   93.186600   93.186424   93.185936   93.184578   93.181099   93.172699   93.153671   93.113304   93.033363   92.885994   92.633827   92.234291   91.649658   90.861420   89.884125   88.771568   87.609734   86.497177   85.519890   84.731644   84.147018   83.747482   83.495323   83.347977   83.268036   83.227661   83.208626   83.200233   83.196754   83.195396   83.194901   83.194733   83.194672   83.194656   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649   83.194649
   92.268494   92.268494   92.268494   92.268494   92.268494   92.268494   92.268494   92.268494   92.268494   92.268494   92.268494   92.268494   92.268494   92.268486   92.268471   92.268402   92.268234   92.267738   92.266388   92.262917   92.254517   92.235481   92.195091   92.115128   91.967712   91.715454   91.315788   90.730949   89.942436   88.964813   87.851875   86.689636   85.576698   84.599083   83.810555   83.225723   82.826042   82.573784   82.426407   82.346451   82.306068   82.287018   82.278618   82.275131   82.273781   82.273285   82.273094   82.273048   82.273026   82.273018   82.273018   82.273018   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010   82.273010
   91.328568   91.328568   91.328568   91.328568   91.328568   91.328568   91.328568   91.328568   91.328568   91.328568   91.328568   91.328568   91.328560   91.328552   91.328529   91.328476   91.328300   91.327797   91.326454   91.322975   91.314575   91.295540   91.255150   91.175171   91.027733   90.775414   90.375656   89.790703   89.002014   88.024185   86.911011   85.748550   84.635338   83.657509   82.868828   82.283867   81.884117   81.631821   81.484375   81.404396   81.364014   81.344986   81.336555   81.333069   81.331711   81.331207   81.331032   81.330986   81.330963   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956   81.330956
